21,70,8,43,64,98,38,39,81,82,85,79,60,7,67,89,25,76,14,20,27,68,24,23,16,46,57,73,74,14,88,30,29,22,51,87,17,78,10,23,54,77,95,25,5,82,82,95,45,3,13,31,60,23,56,75,71,95,34,82,5,8,32,36,9,33,74,75,75,93,36,95,77,38,21,14,46,77,10,19,7,67,55,14,9,50,100,86,79,16,10,48,57,67,5,72,38,65,36,11
66,57,69,49,86,22,9,50,82,70,74,98,32,47,52,81,65,18,69,45,37,29,14,47,44,31,9,19,69,13,72,48,26,64,27,96,67,53,75,12,67,7,61,62,57,28,20,60,15,36,29,51,60,16,44,84,88,79,77,51,40,11,17,14,50,91,48,84,91,99,84,89,64,34,18,13,55,100,79,82,4,70,78,64,85,8,86,10,40,72,47,32,85,86,36,61,52,92,99,86
10,28,25,55,49,9,31,9,33,10,63,13,27,48,70,19,68,67,45,38,82,93,97,12,25,65,84,24,28,89,36,68,36,13,55,56,38,43,10,73,24,23,41,30,80,86,43,65,78,79,31,95,22,58,30,71,14,19,41,85,40,89,78,66,77,80,94,18,34,79,74,82,89,64,94,34,96,49,31,8,41,57,37,67,63,72,15,82,10,77,87,56,62,34,42,16,15,9,52,88
91,40,50,92,61,64,97,11,67,23,8,29,10,56,12,7,74,50,44,4,11,5,45,30,52,16,99,25,51,39,67,87,20,35,6,70,57,46,42,47,60,6,22,58,54,39,19,39,83,29,99,47,47,14,43,61,49,87,47,14,89,65,80,37,81,31,94,93,81,21,88,90,82,7,100,37,36,37,69,18,6,2,85,23,42,15,72,6,86,2,59,83,34,68,37,25,55,56,93,34
59,47,27,27,23,15,24,69,31,98,28,6,98,32,34,12,32,80,76,10,21,53,83,37,99,62,62,91,79,73,52,4,24,68,27,49,33,91,89,57,37,44,75,18,66,26,55,35,37,53,15,15,16,66,62,44,45,20,60,98,75,90,97,13,36,6,86,6,8,61,65,68,83,4,46,46,9,59,62,84,17,51,44,15,34,60,81,26,42,11,89,97,85,6,31,41,84,29,50,42
52,46,19,21,73,65,53,24,97,23,25,40,8,31,19,38,83,96,40,5,38,64,40,44,22,16,51,17,100,100,45,25,41,8,5,65,84,94,16,55,57,8,8,71,27,87,2,95,58,29,17,98,63,29,6,14,62,63,46,26,99,13,65,70,10,21,14,13,65,7,28,28,52,43,82,82,38,56,68,58,9,66,57,19,87,81,24,16,66,33,7,87,48,86,13,87,76,97,73,34
13,1,50,97,11,5,78,22,21,51,55,52,34,39,70,6,92,50,80,89,77,30,63,49,1,77,49,73,51,96,6,97,89,57,83,92,99,34,88,93,99,9,27,66,2,40,17,63,93,93,46,99,71,39,7,70,32,83,31,78,27,61,23,24,56,40,10,99,34,93,73,75,57,50,37,38,34,55,63,62,80,54,75,75,32,89,88,45,43,65,62,64,76,85,94,62,57,54,32,100
38,61,62,4,83,41,19,62,91,73,3,99,36,86,51,34,5,43,17,32,11,80,76,47,78,81,38,68,51,87,58,86,49,78,70,61,63,48,100,59,76,15,35,20,87,67,31,7,98,27,24,8,78,29,99,61,57,58,75,38,48,18,55,14,96,58,20,37,81,92,60,44,67,7,11,12,27,100,47,16,53,13,94,55,11,23,45,57,18,16,35,1,25,60,48,96,80,84,27,94
24,14,61,33,34,79,50,32,17,69,13,100,42,86,98,39,4,46,59,31,95,77,61,86,3,78,22,89,37,41,98,12,46,53,12,94,27,13,54,49,81,70,6,41,52,74,64,99,65,86,60,71,82,69,61,86,94,56,13,58,15,31,38,38,9,92,85,65,61,16,96,38,11,10,31,39,63,90,85,9,97,77,94,82,36,43,46,84,7,64,10,54,33,43,34,72,7,31,30,88
94,3,33,61,20,45,57,22,13,92,94,99,24,5,26,59,51,11,10,12,81,36,51,19,46,58,4,10,81,53,20,64,93,66,23,27,65,71,28,56,27,17,76,15,50,18,10,48,43,41,34,49,97,56,3,28,17,75,72,86,91,57,5,49,92,83,62,69,10,22,55,48,44,80,22,5,79,30,7,82,75,44,71,84,74,2,50,76,28,55,29,90,40,32,51,91,7,98,58,30
69,85,41,32,52,36,34,32,53,32,17,95,13,6,92,89,71,93,20,11,58,43,21,32,95,86,54,84,24,68,53,93,4,17,89,89,15,1,47,20,71,79,81,61,60,66,67,47,49,93,79,65,2,88,56,97,98,97,99,34,95,37,55,17,32,96,21,64,83,34,87,51,47,78,76,29,14,20,60,17,67,40,91,76,95,57,48,93,65,45,32,62,74,93,84,43,80,70,73,44
28,45,64,47,48,47,92,81,8,52,81,21,6,67,4,45,51,93,69,61,4,43,89,79,98,15,4,93,39,59,35,52,46,43,38,37,78,1,99,77,5,2,59,74,83,9,80,12,36,94,78,67,37,69,34,16,45,33,26,73,86,19,74,40,53,58,52,19,80,22,75,17,28,100,41,78,77,11,95,32,44,58,19,47,83,34,67,85,21,55,30,21,58,41,74,99,37,77,86,5
92,85,61,6,22,52,75,39,63,35,9,40,19,74,22,6,5,61,63,20,92,14,23,47,65,60,36,54,28,40,14,32,68,69,28,91,74,14,26,41,68,58,45,4,45,32,37,83,36,68,8,1,88,46,51,6,34,80,76,51,38,69,93,22,6,20,100,60,50,54,14,5,49,66,52,83,36,7,79,36,36,33,23,75,76,32,91,89,82,40,10,18,93,79,92,44,97,57,12,45
48,95,73,36,50,24,22,65,55,73,91,67,17,58,23,66,98,34,68,25,43,98,11,19,26,31,83,60,16,73,5,60,88,99,37,54,46,92,39,81,90,19,15,79,51,19,10,84,35,88,80,74,63,84,19,70,82,97,9,1,53,76,5,60,24,72,91,13,3,9,5,35,4,40,90,69,48,3,99,87,43,61,14,21,73,53,85,13,62,5,5,85,1,68,73,88,65,29,85,48
51,100,65,55,50,97,87,88,76,83,37,33,98,50,31,2,75,39,38,51,29,45,24,13,55,61,3,13,65,50,58,67,91,57,19,59,40,64,56,54,14,100,48,15,93,28,7,51,11,4,25,20,78,49,52,80,35,26,84,82,37,49,86,21,38,92,54,99,72,50,92,17,41,42,25,17,67,8,27,47,81,29,4,79,16,32,84,45,56,93,43,78,47,25,48,65,63,2,38,57
94,73,22,4,41,86,54,42,75,96,3,68,16,45,68,58,83,98,72,9,24,80,70,52,63,23,25,77,99,85,30,45,97,93,28,27,97,61,28,74,72,53,95,42,43,58,46,97,59,37,31,62,78,90,46,41,83,77,82,82,75,65,98,63,73,70,38,30,95,96,35,46,78,25,35,91,51,73,87,98,5,57,32,27,76,47,23,56,47,35,14,65,76,89,68,61,98,3,84,71
50,47,67,24,30,67,48,31,48,79,93,72,17,58,43,23,4,74,100,83,47,67,3,72,26,80,83,79,16,16,61,100,18,19,27,21,87,88,11,53,65,30,34,74,40,60,58,67,40,17,74,32,67,75,31,70,13,10,14,71,31,8,9,3,89,48,20,92,46,64,13,37,97,4,93,86,19,99,13,97,88,2,37,47,75,6,49,97,64,79,67,13,11,70,59,3,93,37,94,19
26,74,57,9,98,79,40,39,6,91,46,38,54,83,38,13,97,9,53,57,62,72,82,10,84,47,67,41,75,73,52,91,27,69,2,67,37,18,68,69,49,9,56,58,12,61,35,69,84,66,82,13,46,42,25,44,50,13,85,63,98,19,17,100,27,89,34,54,29,62,76,64,21,86,55,62,83,19,53,55,17,38,44,48,64,41,47,43,39,76,70,21,6,89,87,34,33,78,85,23
29,95,89,64,77,24,10,83,36,64,6,5,70,68,65,16,23,26,31,43,1,95,21,78,97,43,63,7,43,10,59,18,26,72,27,46,67,7,18,87,20,63,25,86,8,45,96,10,65,56,20,99,56,11,13,25,51,23,81,95,74,7,76,59,31,49,25,98,24,27,16,77,4,25,42,7,37,68,95,66,95,25,47,58,17,61,52,80,3,95,55,75,98,59,97,91,62,51,38,39
73,5,92,38,7,19,72,97,84,29,79,32,27,45,53,34,86,26,91,81,70,33,78,21,48,59,12,62,97,64,24,41,45,13,2,100,66,59,89,36,34,53,77,59,19,67,42,75,76,83,52,6,54,66,25,73,11,81,27,82,58,59,71,19,14,64,16,41,77,15,46,24,2,53,13,8,56,34,50,100,48,26,41,74,61,73,74,95,4,4,3,5,35,87,75,59,37,20,97,28
10,4,88,72,59,1,96,51,38,4,81,24,96,63,10,35,43,81,11,21,93,4,25,53,30,40,84,65,81,35,33,94,5,97,68,95,9,81,30,7,75,39,34,99,26,100,25,38,91,98,54,84,67,70,21,92,82,47,28,31,10,99,37,75,52,28,72,43,4,71,22,16,22,60,68,21,67,41,59,5,3,58,68,88,99,41,45,51,6,19,35,92,40,22,50,20,54,57,45,81
56,36,31,89,48,32,94,39,7,61,30,49,75,15,61,61,56,4,100,6,84,69,89,15,83,59,66,94,98,34,94,100,30,54,19,38,53,3,30,48,57,1,97,59,95,18,24,82,57,64,16,73,40,91,76,32,92,83,25,79,67,29,93,12,1,65,11,86,71,37,27,13,93,64,47,9,55,27,67,1,36,1,55,98,99,64,60,9,22,93,99,38,56,18,24,45,44,35,93,36
97,32,43,93,43,5,97,59,18,78,18,52,48,48,27,68,22,87,83,56,62,19,36,44,44,10,32,7,99,83,92,16,37,80,21,46,8,59,79,23,49,52,53,62,6,10,52,2,62,80,86,87,92,1,84,87,23,90,21,44,74,16,22,4,7,69,39,70,46,8,39,57,68,59,39,6,1,54,58,68,90,11,86,97,92,1,75,97,20,79,57,37,66,95,49,27,100,93,67,51
26,13,44,9,74,61,12,51,44,28,51,10,56,21,27,86,85,15,75,51,55,9,7,17,69,82,58,4,78,15,92,99,33,56,89,93,76,26,8,22,52,59,52,85,94,46,81,28,2,52,23,43,82,58,61,46,20,33,27,73,37,14,94,38,40,91,54,42,40,97,68,15,69,67,67,99,9,85,14,82,11,87,96,50,73,22,19,65,91,53,73,11,2,95,10,21,40,40,21,21
30,82,9,49,82,65,39,94,77,42,77,92,57,98,45,27,43,55,76,48,73,81,76,78,1,15,87,78,97,7,50,6,57,29,23,23,43,43,40,86,87,96,67,21,15,44,16,95,29,5,73,20,44,55,25,97,28,79,67,30,50,87,82,21,63,33,59,99,63,71,44,55,79,10,11,19,82,20,52,64,84,10,25,5,59,75,17,23,36,18,42,63,41,6,15,97,78,29,49,53
30,9,46,44,99,39,96,77,65,50,25,29,20,32,80,78,5,83,33,47,68,2,66,23,37,57,5,23,64,74,8,80,23,24,72,80,46,92,58,79,2,8,26,76,57,72,3,22,30,26,80,48,31,80,34,57,83,72,16,88,24,100,23,44,43,17,88,47,64,64,18,5,48,56,42,74,23,73,51,99,60,69,85,65,97,65,74,78,60,19,46,83,63,5,88,95,87,67,66,5
11,54,92,85,52,81,5,96,98,14,44,7,77,54,71,14,56,7,3,82,57,61,41,39,39,48,17,52,2,57,52,75,23,28,36,75,86,86,21,16,41,15,40,1,16,15,86,48,7,25,79,36,84,21,85,55,41,32,62,5,27,42,17,91,57,82,25,83,34,27,40,28,88,75,48,86,34,71,50,21,41,15,72,7,3,53,89,43,90,65,31,49,88,68,8,85,74,9,5,36
46,6,18,49,97,58,56,99,64,2,36,78,97,82,40,100,41,90,69,18,90,75,72,43,37,9,78,25,26,17,52,69,6,72,26,83,77,76,75,28,7,44,15,2,88,47,74,7,34,81,44,81,26,52,16,93,100,67,25,49,100,22,79,49,26,22,87,50,8,75,75,32,61,18,59,50,23,6,94,42,45,74,21,20,4,100,60,23,33,13,21,2,83,26,11,82,39,86,81,32
80,18,37,9,35,63,63,94,61,31,61,86,86,4,32,95,77,16,32,87,5,97,42,74,43,70,30,93,72,98,46,2,68,15,44,36,66,58,35,26,83,25,19,11,14,47,93,77,25,97,96,25,4,16,76,23,47,55,86,23,92,65,96,73,40,17,58,76,40,74,87,20,26,41,78,88,83,53,81,40,50,57,69,64,46,87,36,100,22,72,7,30,45,9,98,93,42,48,12,98
64,62,44,86,81,24,86,84,16,16,32,13,71,70,45,13,77,72,11,54,91,63,92,52,70,79,40,37,73,48,91,54,52,43,58,10,38,50,25,19,69,31,15,25,55,45,11,49,4,56,26,56,88,20,56,71,49,73,98,48,58,50,48,39,67,79,82,57,1,93,93,77,79,86,72,46,88,77,94,76,72,25,45,54,26,5,50,68,36,74,16,67,8,57,34,6,25,86,89,96
94,93,67,89,85,59,5,14,53,1,4,15,99,4,15,68,6,53,5,10,54,16,39,6,39,78,8,66,82,51,45,80,10,98,15,82,1,77,52,59,70,34,35,46,50,63,6,54,56,19,22,73,74,65,20,92,100,58,15,59,39,16,90,74,43,73,83,84,54,100,34,52,16,29,48,37,21,31,79,99,64,81,78,23,26,85,38,84,42,50,66,20,86,75,47,58,27,18,18,55
14,34,20,23,54,81,29,38,42,3,13,43,19,77,43,45,99,82,45,64,39,44,55,47,50,96,54,54,22,72,71,4,32,69,80,18,64,13,80,45,31,68,60,21,49,71,89,59,88,68,15,15,8,22,29,68,67,48,30,98,17,43,68,73,21,33,9,21,74,16,91,7,50,91,59,15,30,58,61,35,47,22,32,17,16,41,9,24,85,32,60,3,15,29,18,17,19,13,62,89
10,43,14,16,35,68,25,45,85,30,20,31,31,56,32,1,21,36,55,56,29,32,8,91,23,10,100,18,39,49,56,13,20,73,46,98,8,28,13,13,48,27,53,86,99,34,95,28,62,5,79,77,23,89,6,84,38,69,9,96,84,63,14,73,77,63,33,7,67,12,84,78,45,23,11,56,25,54,89,5,67,78,66,67,43,99,19,16,51,72,41,55,70,81,88,96,3,87,4,51
59,29,94,58,89,30,85,54,65,68,94,92,69,83,82,31,68,98,25,77,42,48,80,69,22,3,79,3,19,37,86,28,81,8,27,60,41,33,50,75,54,85,42,68,47,79,2,35,44,71,49,40,93,26,91,51,28,36,55,52,30,96,34,89,91,46,60,10,8,20,40,28,85,8,53,64,59,42,49,28,100,81,41,17,92,30,37,64,56,24,63,40,21,60,62,92,74,57,98,65
65,30,75,75,89,65,81,41,32,86,81,86,37,94,85,96,38,78,47,35,90,65,83,11,30,62,95,63,7,66,97,63,91,4,16,37,94,13,44,59,86,23,7,33,98,11,20,40,37,56,8,94,8,53,75,88,69,59,77,18,70,10,93,100,68,74,76,80,14,78,8,58,43,12,37,30,20,89,23,56,24,68,95,33,68,75,50,58,18,46,12,77,12,77,96,46,8,91,32,96
87,58,48,85,6,26,7,64,11,96,49,44,20,12,94,2,18,33,72,98,32,18,43,85,30,30,35,14,98,46,5,49,60,63,76,91,38,5,1,78,99,16,29,54,82,55,90,10,97,36,18,67,75,26,24,95,85,54,21,96,16,11,94,97,97,19,2,3,48,4,8,64,37,20,76,1,62,91,67,70,67,53,62,5,90,31,93,1,92,45,38,44,16,71,13,92,94,40,24,38
17,74,49,91,18,72,51,28,50,87,80,56,95,91,23,91,67,79,31,50,89,6,69,47,49,25,33,12,65,62,54,23,31,23,53,24,97,67,26,48,99,100,30,50,40,63,9,31,56,71,69,77,55,72,90,41,40,67,44,39,54,72,23,98,21,17,80,74,53,53,51,76,12,14,76,27,33,64,31,79,22,62,18,16,10,69,95,36,36,88,7,57,85,49,84,20,39,43,75,48
34,20,95,46,69,56,31,68,57,89,9,21,37,1,91,70,28,5,9,61,84,20,72,73,7,21,81,5,85,34,86,39,63,72,53,54,63,97,46,90,7,12,23,24,23,43,4,44,35,62,67,85,91,37,19,8,31,75,66,96,17,84,54,30,83,70,84,15,44,90,53,54,26,77,91,70,64,28,74,61,58,11,85,73,97,99,10,25,48,43,55,28,86,67,43,63,50,46,9,14
71,13,78,44,77,17,13,26,72,33,38,24,37,99,69,63,92,93,10,50,45,6,10,49,26,63,20,58,35,15,73,70,55,58,47,70,80,55,77,12,40,15,71,37,44,25,23,33,48,55,83,33,23,36,80,96,88,13,78,89,4,83,8,91,17,61,43,69,30,26,96,18,82,83,92,79,73,79,97,30,58,42,69,40,2,83,45,14,6,50,81,69,1,4,67,59,65,65,57,4
21,69,29,4,46,22,17,62,13,31,94,85,69,5,27,93,72,18,57,66,48,31,28,37,51,26,96,55,7,43,93,39,97,22,95,13,37,23,98,58,59,76,89,34,88,43,69,78,48,71,89,81,52,81,67,62,61,25,16,93,96,86,3,20,8,60,23,48,78,86,53,20,35,27,62,81,45,27,28,83,29,7,2,78,91,74,44,69,2,31,92,36,79,23,20,97,86,68,43,22
39,74,7,72,22,23,8,60,3,9,47,5,44,16,41,39,71,100,80,3,9,93,21,20,93,78,86,1,3,30,63,77,6,24,98,56,84,58,34,56,28,8,99,17,8,95,31,34,22,53,90,4,43,94,90,67,9,74,71,65,12,54,8,25,80,95,36,19,42,78,72,92,16,52,84,82,18,24,67,16,64,92,7,92,72,5,29,76,42,5,56,100,50,22,11,35,39,12,6,19
50,53,45,28,60,81,25,42,89,65,11,83,72,90,22,84,30,68,72,96,76,90,11,11,69,44,82,61,2,35,32,36,50,29,92,32,61,93,70,54,9,52,53,48,82,52,44,89,17,75,14,1,74,63,15,40,43,75,11,35,53,51,20,1,54,34,72,1,51,90,27,3,90,69,93,70,100,31,77,41,79,57,41,97,6,9,99,6,22,44,100,7,95,51,7,20,21,83,48,54
44,8,25,16,63,100,42,78,86,17,50,95,68,61,85,95,91,99,12,42,55,16,66,76,12,6,32,98,45,40,21,9,39,52,49,16,87,63,3,28,85,22,3,95,87,73,31,62,54,36,49,32,98,75,14,45,9,92,98,33,75,57,39,2,58,45,17,17,63,79,95,18,63,33,52,97,63,89,51,64,54,55,69,16,83,42,80,53,37,6,60,27,26,33,72,89,72,23,57,46
18,16,2,99,76,41,78,33,64,81,88,73,62,91,64,62,77,79,46,3,69,94,9,8,85,21,4,61,32,61,32,80,44,51,62,38,84,14,96,86,23,85,72,21,62,28,5,48,89,87,71,36,97,16,71,13,29,100,2,94,51,50,63,37,74,62,82,28,65,98,78,77,83,83,91,40,82,2,15,54,50,74,80,30,90,83,60,45,42,98,89,82,99,93,9,23,40,20,32,63
89,86,28,42,57,5,53,60,14,92,73,34,36,90,15,89,40,71,29,59,79,48,75,33,36,70,22,49,64,95,59,18,82,8,47,89,1,29,21,22,55,24,37,6,32,97,9,65,35,40,71,28,44,45,56,88,9,49,29,9,37,98,97,74,46,69,8,2,77,22,79,50,9,22,80,88,100,32,38,99,63,3,44,87,10,58,53,85,41,94,87,45,94,18,88,28,3,77,22,57
83,67,34,98,18,60,16,86,33,69,46,25,75,39,75,7,56,89,50,49,63,58,42,13,29,96,15,88,52,29,65,91,52,16,100,28,18,16,28,24,39,99,26,28,78,34,68,2,55,3,79,33,29,16,60,24,51,38,84,41,49,68,39,90,41,16,66,37,70,7,92,6,92,62,34,69,51,9,47,1,49,84,100,3,81,88,71,85,73,61,54,12,17,74,68,77,13,82,4,28
49,37,73,81,47,12,42,31,60,73,30,89,59,6,87,31,4,67,84,70,70,31,66,3,4,95,3,25,8,85,74,45,35,47,80,35,83,88,84,19,17,51,81,79,59,85,35,37,70,12,35,90,10,31,71,96,54,41,71,35,26,68,76,61,26,86,92,36,71,96,84,23,56,6,83,91,28,51,80,10,92,53,47,59,44,60,57,29,29,96,98,36,31,87,20,10,4,37,31,51
54,32,21,95,76,99,87,78,28,66,56,19,41,79,85,44,27,75,6,8,21,16,49,71,11,24,5,39,76,37,23,62,82,56,16,27,68,80,90,86,71,51,10,85,38,25,44,58,19,48,64,21,13,14,25,5,52,27,57,61,87,92,12,82,81,18,55,30,69,68,49,32,42,7,5,1,91,26,2,54,11,72,55,93,15,35,26,52,84,56,13,83,90,35,34,19,25,25,64,99
81,91,56,47,83,51,29,28,72,49,97,51,62,88,83,33,1,68,76,58,62,82,35,77,12,46,71,86,42,18,7,75,33,98,33,83,29,79,21,2,15,55,82,53,73,53,23,23,92,18,17,25,39,50,51,22,64,60,50,58,9,93,6,74,93,42,30,46,29,10,22,51,4,4,56,52,37,88,60,1,13,69,70,65,20,40,93,100,51,97,1,57,58,48,1,41,85,19,13,52
77,14,87,54,47,14,54,96,46,60,26,75,64,22,50,19,71,99,49,27,13,18,73,58,52,66,63,84,97,18,71,90,33,4,47,67,7,20,45,38,63,78,60,3,24,69,20,64,18,95,53,13,1,17,93,56,14,13,22,98,100,59,15,66,17,45,99,6,45,96,89,89,6,86,2,6,92,22,92,48,96,88,25,10,14,23,85,1,41,63,2,6,50,19,97,59,49,9,70,31
27,70,70,1,35,56,87,3,42,39,46,4,3,63,42,30,25,79,60,60,12,9,49,100,2,68,50,28,40,47,56,8,91,2,55,79,98,49,89,22,37,30,87,73,61,35,29,33,74,82,16,90,93,97,37,89,83,19,84,30,84,56,61,52,71,80,19,48,21,66,24,78,63,54,43,12,6,36,58,96,93,23,22,28,52,41,58,41,52,30,65,43,26,46,46,46,18,94,96,84
42,95,10,24,18,21,84,49,15,7,26,56,75,97,95,7,24,70,37,88,84,46,32,59,70,19,45,24,98,93,50,13,27,21,62,65,93,70,53,64,69,56,83,74,46,72,75,20,19,67,53,17,23,57,11,85,65,93,47,59,52,14,64,30,51,99,8,98,93,42,22,79,91,25,82,28,54,15,2,75,51,95,40,87,40,28,9,32,73,86,100,97,72,12,63,99,85,100,39,74
64,34,11,14,82,43,16,35,90,96,31,91,88,63,58,9,45,50,66,66,70,72,39,31,10,10,40,46,60,66,71,28,46,57,34,20,52,64,77,14,56,38,21,79,99,84,47,68,3,2,93,59,39,72,89,98,75,52,81,65,23,60,41,88,56,99,47,74,62,12,21,68,45,94,83,58,1,24,38,24,70,3,27,81,5,79,34,10,95,53,30,62,6,65,47,81,6,46,58,27
49,82,84,1,77,98,10,78,4,93,3,11,13,61,84,1,77,51,44,34,2,6,96,59,44,28,68,90,2,43,79,78,12,74,91,36,76,60,37,2,88,61,67,47,24,83,89,66,14,45,12,100,9,27,52,17,93,91,47,12,89,77,71,46,61,18,22,85,82,93,96,66,61,82,38,77,19,45,30,45,35,46,98,31,24,76,73,16,89,70,44,17,11,80,27,6,53,44,90,79
87,25,66,95,12,31,22,22,70,42,77,97,12,9,66,31,18,11,1,75,71,45,35,17,99,71,68,97,56,19,21,81,30,24,70,19,53,73,10,34,68,30,30,99,62,91,76,20,13,36,39,69,74,34,19,53,62,45,36,44,25,55,81,100,12,59,42,77,48,2,80,96,59,50,28,8,90,1,24,15,22,9,27,17,65,16,98,10,27,91,40,76,95,16,42,85,46,17,100,75
2,19,71,14,72,12,44,42,38,97,58,74,17,79,95,1,63,64,66,29,30,21,46,24,18,63,85,29,85,57,57,7,33,93,36,89,52,36,11,94,30,26,17,31,37,72,10,65,7,69,75,33,10,13,22,84,65,87,38,59,69,27,40,10,89,30,93,97,50,72,82,31,64,62,47,60,25,44,75,9,71,85,41,22,51,23,18,100,53,2,47,33,54,20,21,15,86,75,52,48
31,100,80,41,37,13,57,69,38,15,97,3,46,67,70,19,80,34,75,37,77,25,67,9,12,87,71,59,17,88,12,57,18,59,51,42,93,7,52,73,32,49,35,23,15,82,17,72,97,31,17,88,5,39,60,72,48,75,54,16,6,23,71,9,17,16,40,27,53,100,12,21,35,27,54,76,50,34,58,94,6,48,54,57,57,79,28,44,1,11,29,68,35,77,25,39,73,83,69,66
7,100,74,56,78,32,66,81,82,51,70,82,61,71,23,59,50,22,55,87,31,91,49,67,54,69,41,18,7,72,58,66,86,78,74,99,62,46,69,46,56,94,42,70,53,8,100,80,56,55,85,38,88,52,4,26,16,75,14,23,27,63,57,69,40,52,58,13,30,81,50,22,57,14,98,68,28,97,84,15,31,4,65,63,63,15,98,3,42,70,44,35,64,92,8,60,16,1,79,46
96,72,33,51,16,72,49,66,91,1,68,97,40,58,10,54,2,35,7,4,97,43,64,89,17,16,99,61,67,74,33,73,79,53,77,4,95,23,76,3,46,4,75,94,23,52,31,11,26,23,22,28,51,71,66,58,12,21,76,21,91,40,7,18,25,80,51,27,16,45,91,94,29,66,97,30,78,94,7,89,69,8,35,40,8,96,77,54,39,62,87,56,2,92,1,44,42,72,36,75
41,82,88,61,97,33,48,84,43,39,2,10,91,21,68,11,46,24,37,95,94,84,55,99,37,78,39,80,71,34,65,41,63,80,88,98,80,86,52,14,86,13,29,54,85,27,61,90,43,97,20,2,61,58,94,15,95,1,11,37,13,89,2,82,87,27,64,56,42,83,96,11,100,64,21,77,18,60,96,37,34,64,12,85,80,81,15,15,63,38,15,13,21,67,23,33,16,54,33,34
